"GeneID","Gene Name","Gene Category","Gene Class","DHS Support"
"ENSG00000183844.12","FAM3B","mRNA","protein coding mRNAs","promoter"
"ENSG00000183840.5","GPR39","mRNA","protein coding mRNAs","promoter"
"ENSG00000183837.8","PNMA3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183833.12","MAATS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183831.6","ANKRD45","mRNA","protein coding mRNAs","promoter"
"ENSG00000183828.10","NUDT14","mRNA","protein coding mRNAs","promoter"
"ENSG00000183826.12","BTBD9","mRNA","protein coding mRNAs","promoter"
"ENSG00000183814.11","LIN9","mRNA","protein coding mRNAs","promoter"
"ENSG00000183813.6","CCR4","others","protein coding mRNAs","dyadic"
"ENSG00000183808.7","RBM12B","mRNA","protein coding mRNAs","promoter"
"ENSG00000183807.6","FAM162B","mRNA","protein coding mRNAs","promoter"
"ENSG00000183801.3","OLFML1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183798.4","EMILIN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183785.10","TUBA8","mRNA","protein coding mRNAs","promoter"
"ENSG00000183784.5","C9orf66","others","protein coding mRNAs","no"
"ENSG00000183783.6","KCTD8","mRNA","protein coding mRNAs","promoter"
"ENSG00000183780.8","SLC35F3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183779.5","ZNF703","mRNA","protein coding mRNAs","promoter"
"ENSG00000183778.13","B3GALT5","mRNA","protein coding mRNAs","promoter"
"ENSG00000183775.6","KCTD16","mRNA","protein coding mRNAs","promoter"
"ENSG00000183773.11","AIFM3","others","protein coding mRNAs","dyadic"
"ENSG00000183770.5","FOXL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183765.16","CHEK2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183763.4","TRAIP","mRNA","protein coding mRNAs","promoter"
"ENSG00000183762.8","KREMEN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183760.6","PAPL","mRNA","protein coding mRNAs","promoter"
"ENSG00000183751.10","TBL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183747.7","ACSM2A","others","protein coding mRNAs","no"
"ENSG00000183742.8","MACC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183741.7","CBX6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183735.5","TBK1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183734.4","ASCL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183729.3","NPBWR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183726.6","TMEM50A","mRNA","protein coding mRNAs","promoter"
"ENSG00000183723.8","CMTM4","mRNA","protein coding mRNAs","promoter"
"ENSG00000183722.7","LHFP","mRNA","protein coding mRNAs","promoter"
"ENSG00000183718.4","TRIM52","mRNA","protein coding mRNAs","promoter"
"ENSG00000183715.9","OPCML","mRNA","protein coding mRNAs","promoter"
"ENSG00000183709.7","IFNL2","others","protein coding mRNAs","no"
"ENSG00000183696.9","UPP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183695.2","MRGPRX2","others","protein coding mRNAs","enhancer"
"ENSG00000183691.4","NOG","mRNA","protein coding mRNAs","promoter"
"ENSG00000183690.12","EFHC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183688.4","FAM101B","others","protein coding mRNAs","no"
"ENSG00000183684.6","ALYREF","mRNA","protein coding mRNAs","promoter"
"ENSG00000183682.7","BMP8A","mRNA","protein coding mRNAs","promoter"
"ENSG00000183678.8","CTAG1A","others","protein coding mRNAs","no"
"ENSG00000183671.8","GPR1","others","protein coding mRNAs","dyadic"
"ENSG00000183668.13","PSG9","others","protein coding mRNAs","no"
"ENSG00000183665.4","TRMT12","mRNA","protein coding mRNAs","promoter"
"ENSG00000183662.6","FAM19A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183657.2","PP13439","mRNA","protein coding mRNAs","promoter"
"ENSG00000183655.11","KLHL25","mRNA","protein coding mRNAs","promoter"
"ENSG00000183654.8","MARCH11","mRNA","protein coding mRNAs","promoter"
"ENSG00000183648.5","NDUFB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183647.6","ZNF530","mRNA","protein coding mRNAs","promoter"
"ENSG00000183644.9","C11orf88","mRNA","protein coding mRNAs","promoter"
"ENSG00000183643.2","C15orf32","others","protein coding mRNAs","enhancer"
"ENSG00000183640.4","KRTAP8-1","others","protein coding mRNAs","no"
"ENSG00000183638.5","RP1L1","others","protein coding mRNAs","enhancer"
"ENSG00000183631.4","CXorf64","others","protein coding mRNAs","no"
"ENSG00000183628.8","DGCR6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183625.10","CCR3","others","protein coding mRNAs","enhancer"
"ENSG00000183624.9","HMCES","mRNA","protein coding mRNAs","promoter"
"ENSG00000183621.11","ZNF438","mRNA","protein coding mRNAs","promoter"
"ENSG00000183617.4","MRPL54","mRNA","protein coding mRNAs","promoter"
"ENSG00000183615.5","FAM167B","others","protein coding mRNAs","enhancer"
"ENSG00000183607.5","GKN2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183605.12","SFXN4","mRNA","protein coding mRNAs","promoter"
"ENSG00000183597.11","TANGO2","others","protein coding mRNAs","dyadic"
"ENSG00000183580.8","FBXL7","mRNA","protein coding mRNAs","promoter"
"ENSG00000183579.11","ZNRF3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183578.5","TNFAIP8L3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183576.8","SETD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183571.9","PGPEP1L","others","protein coding mRNAs","no"
"ENSG00000183570.12","PCBP3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183569.13","SERHL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183559.7","C10orf120","others","protein coding mRNAs","enhancer"
"ENSG00000183558.5","HIST2H2AA3","others","protein coding mRNAs","no"
"ENSG00000183549.6","ACSM5","others","protein coding mRNAs","enhancer"
"ENSG00000183542.4","KLRC4","others","protein coding mRNAs","enhancer"
"ENSG00000183530.9","PRR14L","mRNA","protein coding mRNAs","promoter"
"ENSG00000183527.7","PSMG1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183520.7","UTP11L","mRNA","protein coding mRNAs","promoter"
"ENSG00000183513.4","COA5","mRNA","protein coding mRNAs","promoter"
"ENSG00000183508.4","FAM46C","mRNA","protein coding mRNAs","promoter"
"ENSG00000183496.5","MEX3B","mRNA","protein coding mRNAs","promoter"
"ENSG00000183495.9","EP400","mRNA","protein coding mRNAs","promoter"
"ENSG00000183486.8","MX2","others","protein coding mRNAs","dyadic"
"ENSG00000183484.7","GPR132","others","protein coding mRNAs","dyadic"
"ENSG00000183479.8","TREX2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183476.8","SH2D7","mRNA","protein coding mRNAs","promoter"
"ENSG00000183475.8","ASB7","mRNA","protein coding mRNAs","promoter"
"ENSG00000183474.11","GTF2H2C","mRNA","protein coding mRNAs","promoter"
"ENSG00000183473.5","SSTR3","others","protein coding mRNAs","enhancer"
"ENSG00000183470.5","AC009365.3","others","protein coding mRNAs","no"
"ENSG00000183463.5","URAD","others","protein coding mRNAs","enhancer"
"ENSG00000183454.9","GRIN2A","mRNA","protein coding mRNAs","promoter"
"ENSG00000183439.5","TRIM61","mRNA","protein coding mRNAs","promoter"
"ENSG00000183434.9","TFDP3","others","protein coding mRNAs","no"
"ENSG00000183431.7","SF3A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183426.11","NPIPA1","others","protein coding mRNAs","no"
"ENSG00000183423.7","LRIT3","others","protein coding mRNAs","dyadic"
"ENSG00000183421.7","RIPK4","mRNA","protein coding mRNAs","promoter"
"ENSG00000183401.7","CCDC159","mRNA","protein coding mRNAs","promoter"
"ENSG00000183397.5","C19orf71","others","protein coding mRNAs","enhancer"
"ENSG00000183396.3","TMEM89","others","protein coding mRNAs","no"
"ENSG00000183395.4","PMCH","others","protein coding mRNAs","no"
"ENSG00000183386.5","FHL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183379.4","SYNDIG1L","mRNA","protein coding mRNAs","promoter"
"ENSG00000183354.7","KIAA2026","mRNA","protein coding mRNAs","promoter"
"ENSG00000183347.13","GBP6","others","protein coding mRNAs","enhancer"
"ENSG00000183346.6","C10orf107","mRNA","protein coding mRNAs","promoter"
"ENSG00000183340.5","JRKL","mRNA","protein coding mRNAs","promoter"
"ENSG00000183337.12","BCOR","mRNA","protein coding mRNAs","promoter"
"ENSG00000183324.6","C15orf60","others","protein coding mRNAs","no"
"ENSG00000183323.8","CCDC125","mRNA","protein coding mRNAs","promoter"
"ENSG00000183318.7","SPDYE4","others","protein coding mRNAs","no"
"ENSG00000183317.12","EPHA10","mRNA","protein coding mRNAs","promoter"
"ENSG00000183309.7","ZNF623","mRNA","protein coding mRNAs","promoter"
"ENSG00000183307.3","CECR6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183305.9","MAGEA2B","others","protein coding mRNAs","no"
"ENSG00000183304.6","FAM9A","others","protein coding mRNAs","no"
"ENSG00000183291.11","SEP15","mRNA","protein coding mRNAs","promoter"
"ENSG00000183287.9","CCBE1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183283.11","DAZAP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183273.2","CCDC60","others","protein coding mRNAs","dyadic"
"ENSG00000183258.7","DDX41","mRNA","protein coding mRNAs","promoter"
"ENSG00000183255.7","PTTG1IP","mRNA","protein coding mRNAs","promoter"
"ENSG00000183250.7","C21orf67","mRNA","protein coding mRNAs","promoter"
"ENSG00000183248.7","CTD-3193O13.9","mRNA","protein coding mRNAs","promoter"
"ENSG00000183230.12","CTNNA3","others","protein coding mRNAs","enhancer"
"ENSG00000183208.8","GDPGP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183207.8","RUVBL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183206.12","POTEC","others","protein coding mRNAs","no"
"ENSG00000183196.4","CHST6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183186.6","C2CD4C","mRNA","protein coding mRNAs","promoter"
"ENSG00000183172.8","SMDT1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183166.6","CALN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183161.3","FANCF","mRNA","protein coding mRNAs","promoter"
"ENSG00000183160.8","TMEM119","mRNA","protein coding mRNAs","promoter"
"ENSG00000183155.4","RABIF","mRNA","protein coding mRNAs","promoter"
"ENSG00000183154.1","RP11-863K10.7","mRNA","protein coding mRNAs","promoter"
"ENSG00000183153.5","GJD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183150.3","GPR19","mRNA","protein coding mRNAs","promoter"
"ENSG00000183145.4","RIPPLY3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183137.10","CEP57L1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183134.4","PTGDR2","others","protein coding mRNAs","dyadic"
"ENSG00000183128.7","CALHM3","others","protein coding mRNAs","no"
"ENSG00000183117.13","CSMD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183114.6","FAM43B","mRNA","protein coding mRNAs","promoter"
"ENSG00000183111.7","ARHGEF37","mRNA","protein coding mRNAs","promoter"
"ENSG00000183103.6","LYPD4","others","protein coding mRNAs","dyadic"
"ENSG00000183098.6","GPC6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183092.11","BEGAIN","others","protein coding mRNAs","enhancer"
"ENSG00000183091.15","NEB","others","protein coding mRNAs","enhancer"
"ENSG00000183090.5","FREM3","mRNA","protein coding mRNAs","promoter"
"ENSG00000183087.10","GAS6","mRNA","protein coding mRNAs","promoter"
"ENSG00000183077.11","AFMID","mRNA","protein coding mRNAs","promoter"
"ENSG00000183072.9","NKX2-5","others","protein coding mRNAs","dyadic"
"ENSG00000183067.5","IGSF5","others","protein coding mRNAs","enhancer"
"ENSG00000183066.10","WBP2NL","mRNA","protein coding mRNAs","promoter"
"ENSG00000183060.11","LYSMD4","mRNA","protein coding mRNAs","promoter"
"ENSG00000183049.8","CAMK1D","mRNA","protein coding mRNAs","promoter"
"ENSG00000183048.7","SLC25A10","mRNA","protein coding mRNAs","promoter"
"ENSG00000183044.7","ABAT","mRNA","protein coding mRNAs","promoter"
"ENSG00000183036.6","PCP4","others","protein coding mRNAs","enhancer"
"ENSG00000183035.8","CYLC1","others","protein coding mRNAs","no"
"ENSG00000183034.8","OTOP2","others","protein coding mRNAs","dyadic"
"ENSG00000183032.6","SLC25A21","mRNA","protein coding mRNAs","promoter"
"ENSG00000183023.14","SLC8A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000183020.9","AP2A2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183019.3","C19orf59","others","protein coding mRNAs","enhancer"
"ENSG00000183018.4","SPNS2","mRNA","protein coding mRNAs","promoter"
"ENSG00000183011.9","LSMD1","others","protein coding mRNAs","dyadic"
"ENSG00000183010.12","PYCR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182993.3","C12orf60","mRNA","protein coding mRNAs","promoter"
"ENSG00000182986.8","ZNF320","mRNA","protein coding mRNAs","promoter"
"ENSG00000182985.12","CADM1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182983.10","ZNF662","mRNA","protein coding mRNAs","promoter"
"ENSG00000182979.13","MTA1","others","protein coding mRNAs","dyadic"
"ENSG00000182973.14","CNOT10","mRNA","protein coding mRNAs","promoter"
"ENSG00000182968.3","SOX1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182963.5","GJC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182957.11","SPATA13","others","protein coding mRNAs","dyadic"
"ENSG00000182952.4","HMGN4","mRNA","protein coding mRNAs","promoter"
"ENSG00000182950.2","ODF3L1","others","protein coding mRNAs","enhancer"
"ENSG00000182944.13","EWSR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182938.4","OTOP3","others","protein coding mRNAs","dyadic"
"ENSG00000182934.7","SRPR","mRNA","protein coding mRNAs","promoter"
"ENSG00000182931.5","WFDC10B","others","protein coding mRNAs","no"
"ENSG00000182923.12","CEP63","mRNA","protein coding mRNAs","promoter"
"ENSG00000182919.10","C11orf54","mRNA","protein coding mRNAs","promoter"
"ENSG00000182916.7","TCEAL7","mRNA","protein coding mRNAs","promoter"
"ENSG00000182912.6","C21orf90","others","protein coding mRNAs","no"
"ENSG00000182909.5","LENG9","mRNA","protein coding mRNAs","promoter"
"ENSG00000182903.11","ZNF721","mRNA","protein coding mRNAs","promoter"
"ENSG00000182902.9","SLC25A18","others","protein coding mRNAs","enhancer"
"ENSG00000182901.11","RGS7","mRNA","protein coding mRNAs","promoter"
"ENSG00000182899.10","RPL35A","mRNA","protein coding mRNAs","promoter"
"ENSG00000182898.3","TCHHL1","others","protein coding mRNAs","enhancer"
"ENSG00000182896.8","TMEM95","others","protein coding mRNAs","enhancer"
"ENSG00000182890.3","GLUD2","mRNA","protein coding mRNAs","promoter"
"ENSG00000182885.12","GPR97","others","protein coding mRNAs","enhancer"
"ENSG00000182872.11","RBM10","mRNA","protein coding mRNAs","promoter"
"ENSG00000182871.10","COL18A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182870.8","GALNT9","mRNA","protein coding mRNAs","promoter"
"ENSG00000182866.12","LCK","others","protein coding mRNAs","dyadic"
"ENSG00000182858.9","ALG12","mRNA","protein coding mRNAs","promoter"
"ENSG00000182853.7","VMO1","others","protein coding mRNAs","dyadic"
"ENSG00000182851.2","GPIHBP1","others","protein coding mRNAs","no"
"ENSG00000182836.5","PLCXD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182831.7","C16orf72","mRNA","protein coding mRNAs","promoter"
"ENSG00000182827.8","ACBD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182816.6","KRTAP13-2","others","protein coding mRNAs","enhancer"
"ENSG00000182810.5","DDX28","mRNA","protein coding mRNAs","promoter"
"ENSG00000182809.6","CRIP2","others","protein coding mRNAs","dyadic"
"ENSG00000182798.6","MAGEB17","others","protein coding mRNAs","no"
"ENSG00000182795.12","C1orf116","others","protein coding mRNAs","enhancer"
"ENSG00000182793.6","GSTA5","others","protein coding mRNAs","enhancer"
"ENSG00000182791.3","CCDC87","mRNA","protein coding mRNAs","promoter"
"ENSG00000182782.7","HCAR2","others","protein coding mRNAs","dyadic"
"ENSG00000182774.6","RPS17L","others","protein coding mRNAs","no"
"ENSG00000182771.13","GRID1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182768.7","NGRN","mRNA","protein coding mRNAs","promoter"
"ENSG00000182759.3","MAFA","mRNA","protein coding mRNAs","promoter"
"ENSG00000182752.8","PAPPA","others","protein coding mRNAs","dyadic"
"ENSG00000182749.5","PAQR7","mRNA","protein coding mRNAs","promoter"
"ENSG00000182747.4","SLC35D3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182742.5","HOXB4","mRNA","protein coding mRNAs","promoter"
"ENSG00000182732.12","RGS6","mRNA","protein coding mRNAs","promoter"
"ENSG00000182718.12","ANXA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000182712.11","CMC4","mRNA","protein coding mRNAs","promoter"
"ENSG00000182704.6","TSKU","mRNA","protein coding mRNAs","promoter"
"ENSG00000182700.3","IGIP","others","protein coding mRNAs","no"
"ENSG00000182698.7","RESP18","mRNA","protein coding mRNAs","promoter"
"ENSG00000182687.3","GALR2","mRNA","protein coding mRNAs","promoter"
"ENSG00000182685.3","BRICD5","others","protein coding mRNAs","enhancer"
"ENSG00000182676.4","PPP1R27","others","protein coding mRNAs","dyadic"
"ENSG00000182674.5","KCNB2","mRNA","protein coding mRNAs","promoter"
"ENSG00000182670.9","TTC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182667.10","NTM","mRNA","protein coding mRNAs","promoter"
"ENSG00000182646.12","FAM156A","mRNA","protein coding mRNAs","promoter"
"ENSG00000182645.5","CCDC172","others","protein coding mRNAs","enhancer"
"ENSG00000182636.4","NDN","mRNA","protein coding mRNAs","promoter"
"ENSG00000182628.8","SKA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000182621.12","PLCB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182611.3","HIST1H2AJ","mRNA","protein coding mRNAs","promoter"
"ENSG00000182606.10","TRAK1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182601.6","HS3ST4","mRNA","protein coding mRNAs","promoter"
"ENSG00000182600.5","C2orf82","mRNA","protein coding mRNAs","promoter"
"ENSG00000182591.4","KRTAP11-1","others","protein coding mRNAs","no"
"ENSG00000182585.5","EPGN","others","protein coding mRNAs","enhancer"
"ENSG00000182584.4","ACTL10","mRNA","protein coding mRNAs","promoter"
"ENSG00000182583.8","VCX","mRNA","protein coding mRNAs","promoter"
"ENSG00000182580.2","EPHB3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182578.9","CSF1R","others","protein coding mRNAs","no"
"ENSG00000182575.7","NXPH3","mRNA","protein coding mRNAs","promoter"
"ENSG00000182572.2","HIST1H3I","mRNA","protein coding mRNAs","promoter"
"ENSG00000182568.12","SATB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182566.8","CLEC4G","others","protein coding mRNAs","no"
"ENSG00000182557.3","SPNS3","others","protein coding mRNAs","dyadic"
"ENSG00000182552.10","RWDD4","mRNA","protein coding mRNAs","promoter"
"ENSG00000182551.9","ADI1","mRNA","protein coding mRNAs","promoter"
"ENSG00000182544.8","MFSD5","mRNA","protein coding mRNAs","promoter"
"ENSG00000182541.13","LIMK2","others","protein coding mRNAs","dyadic"
"ENSG00000182534.9","MXRA7","others","protein coding mRNAs","dyadic"
"ENSG00000182533.6","CAV3","others","protein coding mRNAs","enhancer"
"ENSG00000182518.9","FAM104B","mRNA","protein coding mRNAs","promoter"
"ENSG00000182512.4","GLRX5","mRNA","protein coding mRNAs","promoter"
